ID,Inventario
7174,2
7175,7
7176,1
7178,4
7215,0
7216,0
7217,0
7236,1
7274,0
7294,2
7468,5
7481,0
7495,0
7508,9
7518,3
7523,1
7561,0
7563,1
7565,2
7566,2
7569,0
7603,3
7607,0
7625,5
8303,0
8335,6
8361,0
8363,0
8365,0
8367,0
8513,0
